Receiver_ID,Name,Type,City,Contact
980,Elizabeth Fisher,Shelter,Carrborough,2989083776x9550
981,Dawn Jennings,Shelter,Port Cody,0857596512x5392
982,Thomas Villanueva,NGO,Gutierrezmouth,0013386039644
983,Joanna Black,NGO,North Jacobhaven,7819505825
984,Steve Kirby,Charity,Travishaven,8151958711x59256
985,Thomas Sanchez,NGO,Rodneyfurt,2315921072x512
986,Rita Kane,Shelter,South Jamie,+13473062056
987,Becky Smith,Shelter,East Renee,7907087489
988,Kristi Rodriguez,Charity,Nielsenberg,3498645409x08379
989,Timothy Bradshaw,Individual,North Laura,4512605312
990,Patricia Hardy,Shelter,Thomasport,0766873532x03467
991,Lindsey Wagner,Shelter,Jessicaburgh,4010527584
992,James Curry,Individual,Port Johnside,2230438999x392
993,Alexis Hayes,Shelter,Matthewmouth,5438120534x6473
994,Angelica Simmons,NGO,Port Kellifort,9029428232
995,Brittany Taylor,Individual,Andrewsport,2965687106x4981
996,Matthew Curtis,Shelter,Lanechester,1278894442x1289
997,Amanda Cain,NGO,New Steven,+10014915601x5316
998,Theodore Briggs,Individual,South Sandra,9306099442x5031
999,Cheyenne Ramsey,NGO,Lake Jeffery,0013263204816x15300
1000,April Miller,Shelter,Shelbychester,8948732652x23999
